signal_time,direction,active_module_mask,module_score,position_state_at_signal_close,active_trade_id_at_signal_close,resolution,trade_id,entry_time,closed,censored_at_end,module,symbol
2026-04-01,Long,1,1,FLAT,,FILLED,7,2026-04-02,True,False,pullback,GS
2024-01-23,Long,1,1,FLAT,,FILLED,1,2024-01-24,True,False,pullback,MS
2024-02-12,Long,1,1,FLAT,,FILLED,2,2024-02-13,True,False,pullback,MS
2024-02-16,Long,1,1,FLAT,,FILLED,3,2024-02-20,True,False,pullback,MS
2024-02-23,Long,1,1,FLAT,,FILLED,4,2024-02-26,True,False,pullback,MS
2024-04-17,Long,1,1,FLAT,,FILLED,5,2024-04-18,True,False,pullback,MS
2024-08-14,Long,1,1,FLAT,,FILLED,6,2024-08-15,True,False,pullback,MS
2024-09-16,Long,1,1,FLAT,,FILLED,7,2024-09-17,True,False,pullback,MS
2024-09-19,Long,1,1,FLAT,,FILLED,8,2024-09-20,True,False,pullback,MS
2024-12-23,Long,1,1,FLAT,,FILLED,9,2024-12-24,True,False,pullback,MS
2025-02-28,Long,1,1,FLAT,,FILLED,10,2025-03-03,True,False,pullback,MS
2022-01-31,Long,1,1,FLAT,,FILLED,1,2022-02-01,True,False,pullback,BAC
2024-09-18,Long,1,1,FLAT,,FILLED,2,2024-09-19,True,False,pullback,BAC
2024-12-26,Long,1,1,FLAT,,FILLED,3,2024-12-27,True,False,pullback,BAC
2025-08-08,Long,1,1,FLAT,,FILLED,4,2025-08-11,True,False,pullback,BAC
2026-02-02,Long,1,1,FLAT,,FILLED,5,2026-02-03,True,False,pullback,BAC
2023-03-03,Long,1,1,FLAT,,FILLED,1,2023-03-06,True,False,pullback,V
2023-03-21,Long,1,1,FLAT,,FILLED,2,2023-03-22,True,False,pullback,V
2023-03-23,Long,1,1,Long,2,IGNORED_POSITION_OPEN,,,,,pullback,V
2024-05-07,Long,1,1,FLAT,,FILLED,3,2024-05-08,True,False,pullback,V
2025-03-19,Long,1,1,FLAT,,FILLED,4,2025-03-20,True,False,pullback,V
2025-03-24,Long,1,1,FLAT,,FILLED,5,2025-03-25,True,False,pullback,V
2025-04-15,Long,1,1,FLAT,,FILLED,6,2025-04-16,True,False,pullback,V
2025-04-24,Long,1,1,FLAT,,FILLED,7,2025-04-25,True,False,pullback,V
2025-06-16,Long,1,1,FLAT,,FILLED,8,2025-06-17,True,False,pullback,V
2025-06-30,Long,1,1,FLAT,,FILLED,9,2025-07-01,True,False,pullback,V
2023-10-10,Long,1,1,FLAT,,FILLED,1,2023-10-11,True,False,pullback,MA
2025-01-15,Long,1,1,FLAT,,FILLED,2,2025-01-16,True,False,pullback,MA
2025-03-24,Long,1,1,FLAT,,FILLED,3,2025-03-25,True,False,pullback,MA
2025-03-31,Long,1,1,FLAT,,FILLED,4,2025-04-01,True,False,pullback,MA
2025-06-16,Long,1,1,FLAT,,FILLED,5,2025-06-17,True,False,pullback,MA
2025-06-30,Long,1,1,FLAT,,FILLED,6,2025-07-01,True,False,pullback,MA
2025-10-23,Long,1,1,FLAT,,FILLED,7,2025-10-24,True,False,pullback,MA
2022-05-04,Long,1,1,FLAT,,FILLED,1,2022-05-05,True,False,pullback,CAT
2023-03-01,Long,1,1,FLAT,,FILLED,2,2023-03-02,True,False,pullback,CAT
2024-04-29,Long,1,1,FLAT,,FILLED,3,2024-04-30,True,False,pullback,CAT
2025-01-16,Long,1,1,FLAT,,FILLED,4,2025-01-17,True,False,pullback,CAT
2026-03-23,Long,1,1,FLAT,,FILLED,5,2026-03-24,True,False,pullback,CAT
2022-12-20,Long,1,1,FLAT,,FILLED,1,2022-12-21,True,False,pullback,GE
2024-11-06,Long,1,1,FLAT,,FILLED,2,2024-11-07,True,False,pullback,GE
2024-11-08,Long,1,1,FLAT,,FILLED,3,2024-11-11,True,False,pullback,GE
2024-11-22,Long,1,1,FLAT,,FILLED,4,2024-11-25,True,False,pullback,GE
2025-03-12,Long,1,1,FLAT,,FILLED,5,2025-03-13,True,False,pullback,GE
2025-03-14,Long,1,1,FLAT,,FILLED,6,2025-03-17,True,False,pullback,GE
2025-04-23,Long,1,1,FLAT,,FILLED,7,2025-04-24,True,False,pullback,GE
2026-01-30,Long,1,1,FLAT,,FILLED,8,2026-02-02,True,False,pullback,GE
2026-02-06,Long,1,1,Long,8,IGNORED_POSITION_OPEN,,,,,pullback,GE
2026-05-11,Long,1,1,FLAT,,FILLED,9,2026-05-12,True,False,pullback,GE
2026-05-20,Long,1,1,FLAT,,FILLED,10,2026-05-21,True,False,pullback,GE
2022-03-02,Long,1,1,FLAT,,FILLED,1,2022-03-03,True,False,pullback,DE
2022-03-10,Long,1,1,FLAT,,FILLED,2,2022-03-11,True,False,pullback,DE
2023-01-06,Long,1,1,FLAT,,FILLED,3,2023-01-09,True,False,pullback,DE
2023-08-30,Long,1,1,FLAT,,FILLED,4,2023-08-31,True,False,pullback,DE
2023-09-01,Long,1,1,Long,4,IGNORED_POSITION_OPEN,,,,,pullback,DE
2024-04-29,Long,1,1,FLAT,,FILLED,5,2024-04-30,True,False,pullback,DE
2024-05-02,Long,1,1,FLAT,,FILLED,6,2024-05-03,True,False,pullback,DE
2026-03-24,Long,1,1,FLAT,,FILLED,7,2026-03-25,True,False,pullback,DE
2026-04-01,Long,1,1,FLAT,,FILLED,8,2026-04-02,True,False,pullback,DE
2026-07-22,Long,1,1,FLAT,,FILLED,9,2026-07-23,True,False,pullback,DE
2023-10-11,Long,1,1,FLAT,,FILLED,1,2023-10-12,True,False,pullback,ETN
2024-06-10,Long,1,1,FLAT,,FILLED,2,2024-06-11,True,False,pullback,ETN
2024-06-12,Long,1,1,FLAT,,FILLED,3,2024-06-13,True,False,pullback,ETN
2024-06-17,Long,1,1,FLAT,,FILLED,4,2024-06-18,True,False,pullback,ETN
2024-08-30,Long,1,1,FLAT,,FILLED,5,2024-09-03,True,False,pullback,ETN
2024-09-12,Long,1,1,FLAT,,FILLED,6,2024-09-13,True,False,pullback,ETN
2025-08-28,Long,1,1,FLAT,,FILLED,7,2025-08-29,True,False,pullback,ETN
2026-03-10,Long,1,1,FLAT,,FILLED,8,2026-03-11,True,False,pullback,ETN
2026-03-16,Long,1,1,FLAT,,FILLED,9,2026-03-17,True,False,pullback,ETN
2023-01-06,Long,1,1,FLAT,,FILLED,1,2023-01-09,True,False,pullback,HON
2024-11-06,Long,1,1,FLAT,,FILLED,2,2024-11-07,True,False,pullback,HON
2026-04-01,Long,1,1,FLAT,,FILLED,3,2026-04-02,True,False,pullback,HON
2026-04-08,Long,1,1,FLAT,,FILLED,4,2026-04-09,True,False,pullback,HON
2026-04-17,Long,1,1,FLAT,,FILLED,5,2026-04-20,True,False,pullback,HON
2026-06-15,Long,1,1,FLAT,,FILLED,6,2026-06-16,True,False,pullback,HON
2021-11-05,Long,1,1,FLAT,,FILLED,1,2021-11-08,True,False,pullback,RTX
2022-05-27,Long,1,1,FLAT,,FILLED,2,2022-05-31,True,False,pullback,RTX
2024-11-06,Long,1,1,FLAT,,FILLED,3,2024-11-07,True,False,pullback,RTX
2024-11-08,Long,1,1,FLAT,,FILLED,4,2024-11-11,True,False,pullback,RTX
2025-04-11,Long,1,1,FLAT,,FILLED,5,2025-04-14,True,False,pullback,RTX
2025-05-01,Long,1,1,FLAT,,FILLED,6,2025-05-02,True,False,pullback,RTX
2025-10-20,Long,1,1,FLAT,,FILLED,7,2025-10-21,True,False,pullback,RTX
2026-04-06,Long,1,1,FLAT,,FILLED,8,2026-04-07,True,False,pullback,RTX
2021-12-07,Long,1,1,FLAT,,FILLED,1,2021-12-08,True,False,pullback,XOM
2022-06-28,Long,1,1,FLAT,,FILLED,2,2022-06-29,True,False,pullback,XOM
2022-07-20,Long,1,1,FLAT,,FILLED,3,2022-07-21,True,False,pullback,XOM
2022-12-13,Long,1,1,FLAT,,FILLED,4,2022-12-14,True,False,pullback,XOM
2023-03-03,Long,1,1,FLAT,,FILLED,5,2023-03-06,True,False,pullback,XOM
2023-10-18,Long,1,1,FLAT,,FILLED,6,2023-10-19,True,False,pullback,XOM
2024-05-31,Long,1,1,FLAT,,FILLED,7,2024-06-03,True,False,pullback,XOM
2026-04-29,Long,1,1,FLAT,,FILLED,8,2026-04-30,True,False,pullback,XOM
2022-05-02,Long,1,1,FLAT,,FILLED,1,2022-05-03,True,False,pullback,CVX
2022-10-04,Long,1,1,FLAT,,FILLED,2,2022-10-05,True,False,pullback,CVX
2022-12-21,Long,1,1,FLAT,,FILLED,3,2022-12-22,True,False,pullback,CVX
2022-12-23,Long,1,1,FLAT,,FILLED,4,2022-12-27,True,False,pullback,CVX
2025-02-10,Long,1,1,FLAT,,FILLED,5,2025-02-11,True,False,pullback,CVX
2021-11-29,Long,1,1,FLAT,,FILLED,1,2021-11-30,True,False,pullback,COP
2022-10-03,Long,1,1,FLAT,,FILLED,2,2022-10-04,True,False,pullback,COP
2022-12-27,Long,1,1,FLAT,,FILLED,3,2022-12-28,True,False,pullback,COP
2023-01-06,Long,1,1,FLAT,,FILLED,4,2023-01-09,True,False,pullback,COP
2023-01-10,Long,1,1,FLAT,,FILLED,5,2023-01-11,True,False,pullback,COP
2023-10-09,Long,1,1,FLAT,,FILLED,6,2023-10-10,True,False,pullback,COP
2023-12-19,Long,1,1,FLAT,,FILLED,7,2023-12-20,True,False,pullback,COP
2026-04-21,Long,1,1,FLAT,,FILLED,8,2026-04-22,True,False,pullback,COP
2022-02-25,Long,1,1,FLAT,,FILLED,1,2022-02-28,True,False,pullback,LLY
2022-05-20,Long,1,1,FLAT,,FILLED,2,2022-05-23,True,False,pullback,LLY
2022-06-21,Long,1,1,FLAT,,FILLED,3,2022-06-22,True,False,pullback,LLY
2022-08-15,Long,1,1,FLAT,,FILLED,4,2022-08-16,True,False,pullback,LLY
2022-08-17,Long,1,1,FLAT,,FILLED,5,2022-08-18,True,False,pullback,LLY
2022-09-08,Long,1,1,FLAT,,FILLED,6,2022-09-09,True,False,pullback,LLY
2022-09-23,Long,1,1,FLAT,,FILLED,7,2022-09-26,True,False,pullback,LLY
2023-10-05,Long,1,1,FLAT,,FILLED,8,2023-10-06,True,False,pullback,LLY
2023-11-02,Long,1,1,FLAT,,FILLED,9,2023-11-03,True,False,pullback,LLY
2024-08-08,Long,1,1,FLAT,,FILLED,10,2024-08-09,True,False,pullback,LLY
2025-03-20,Long,1,1,FLAT,,FILLED,11,2025-03-21,True,False,pullback,LLY
2025-03-24,Long,1,1,FLAT,,FILLED,12,2025-03-25,True,False,pullback,LLY
2022-02-02,Long,1,1,FLAT,,FILLED,1,2022-02-03,True,False,pullback,COST
2022-02-25,Long,1,1,FLAT,,FILLED,2,2022-02-28,True,False,pullback,COST
2022-09-07,Long,1,1,FLAT,,FILLED,3,2022-09-08,True,False,pullback,COST
2023-08-29,Long,1,1,FLAT,,FILLED,4,2023-08-30,True,False,pullback,COST
2023-08-31,Long,1,1,Long,4,IGNORED_POSITION_OPEN,,,,,pullback,COST
2023-11-01,Long,1,1,FLAT,,FILLED,5,2023-11-02,True,False,pullback,COST
2024-04-09,Long,1,1,FLAT,,FILLED,6,2024-04-10,True,False,pullback,COST
2025-08-07,Long,1,1,FLAT,,FILLED,7,2025-08-08,True,False,pullback,COST
2026-03-26,Long,1,1,FLAT,,FILLED,8,2026-03-27,True,False,pullback,COST
2021-11-23,Long,1,1,FLAT,,FILLED,1,2021-11-24,True,False,pullback,WMT
2022-12-21,Long,1,1,FLAT,,FILLED,2,2022-12-22,True,False,pullback,WMT
2023-06-02,Long,1,1,FLAT,,FILLED,3,2023-06-05,True,False,pullback,WMT
2023-08-18,Long,1,1,FLAT,,FILLED,4,2023-08-21,True,False,pullback,WMT
2023-10-13,Long,1,1,FLAT,,FILLED,5,2023-10-16,True,False,pullback,WMT
2023-10-16,Long,1,1,Long,5,IGNORED_POSITION_OPEN,,,,,pullback,WMT
2023-10-23,Long,1,1,FLAT,,FILLED,6,2023-10-24,True,False,pullback,WMT
2024-08-09,Long,1,1,FLAT,,FILLED,7,2024-08-12,True,False,pullback,WMT
2025-04-10,Long,1,1,FLAT,,FILLED,8,2025-04-11,True,False,pullback,WMT
2025-09-03,Long,1,1,FLAT,,FILLED,9,2025-09-04,True,False,pullback,WMT
2025-11-11,Long,1,1,FLAT,,FILLED,10,2025-11-12,True,False,pullback,WMT
2024-08-06,Long,1,1,FLAT,,FILLED,1,2024-08-07,True,False,pullback,HD
2024-11-07,Long,1,1,FLAT,,FILLED,2,2024-11-08,True,False,pullback,HD
2021-12-21,Long,1,1,FLAT,,FILLED,1,2021-12-22,True,False,pullback,NKE
2021-11-19,Long,2,1,FLAT,,FILLED,1,2021-11-22,True,False,breakout,NVDA
2023-02-07,Long,2,1,FLAT,,FILLED,2,2023-02-08,True,False,breakout,NVDA
2023-02-23,Long,2,1,FLAT,,FILLED,3,2023-02-24,True,False,breakout,NVDA
2023-03-16,Long,2,1,Long,3,IGNORED_POSITION_OPEN,,,,,breakout,NVDA
2023-03-17,Long,2,1,Long,3,IGNORED_POSITION_OPEN,,,,,breakout,NVDA
2023-05-01,Long,2,1,Long,3,IGNORED_POSITION_OPEN,,,,,breakout,NVDA
2023-05-17,Long,2,1,Long,3,IGNORED_POSITION_OPEN,,,,,breakout,NVDA
2023-05-18,Long,2,1,Long,3,IGNORED_POSITION_OPEN,,,,,breakout,NVDA
2023-05-25,Long,2,1,Long,3,IGNORED_POSITION_OPEN,,,,,breakout,NVDA
2023-05-30,Long,2,1,Long,3,IGNORED_POSITION_OPEN,,,,,breakout,NVDA
2023-06-14,Long,2,1,FLAT,,FILLED,4,2023-06-15,True,False,breakout,NVDA
2023-07-12,Long,2,1,FLAT,,FILLED,5,2023-07-13,True,False,breakout,NVDA
2023-07-13,Long,2,1,Long,5,IGNORED_POSITION_OPEN,,,,,breakout,NVDA
2023-08-21,Long,2,1,FLAT,,FILLED,6,2023-08-22,True,False,breakout,NVDA
2024-02-02,Long,2,1,FLAT,,FILLED,7,2024-02-05,True,False,breakout,NVDA
2024-02-05,Long,2,1,Long,7,IGNORED_POSITION_OPEN,,,,,breakout,NVDA
2024-02-07,Long,2,1,Long,7,IGNORED_POSITION_OPEN,,,,,breakout,NVDA
2024-02-12,Long,2,1,Long,7,IGNORED_POSITION_OPEN,,,,,breakout,NVDA
2024-03-04,Long,2,1,FLAT,,FILLED,8,2024-03-05,True,False,breakout,NVDA
2024-03-06,Long,2,1,Long,8,IGNORED_POSITION_OPEN,,,,,breakout,NVDA
2024-03-07,Long,2,1,Long,8,IGNORED_POSITION_OPEN,,,,,breakout,NVDA
2024-05-24,Long,2,1,FLAT,,FILLED,9,2024-05-28,True,False,breakout,NVDA
2024-05-28,Long,2,1,Long,9,IGNORED_POSITION_OPEN,,,,,breakout,NVDA
2024-06-05,Long,2,1,Long,9,IGNORED_POSITION_OPEN,,,,,breakout,NVDA
2025-05-29,Long,2,1,FLAT,,FILLED,10,2025-05-30,True,False,breakout,NVDA
2025-06-25,Long,2,1,Long,10,IGNORED_POSITION_OPEN,,,,,breakout,NVDA
2025-06-27,Long,2,1,Long,10,IGNORED_POSITION_OPEN,,,,,breakout,NVDA
2025-07-09,Long,2,1,Long,10,IGNORED_POSITION_OPEN,,,,,breakout,NVDA
2025-07-11,Long,2,1,Long,10,IGNORED_POSITION_OPEN,,,,,breakout,NVDA
2025-07-15,Long,2,1,Long,10,IGNORED_POSITION_OPEN,,,,,breakout,NVDA
2025-09-22,Long,2,1,FLAT,,FILLED,11,2025-09-23,True,False,breakout,NVDA
2025-10-09,Long,2,1,Long,11,IGNORED_POSITION_OPEN,,,,,breakout,NVDA
2025-10-29,Long,2,1,FLAT,,FILLED,12,2025-10-30,True,False,breakout,NVDA
2026-04-27,Long,2,1,FLAT,,FILLED,13,2026-04-28,True,False,breakout,NVDA
2026-05-11,Long,2,1,FLAT,,FILLED,14,2026-05-12,True,False,breakout,NVDA
2026-05-13,Long,2,1,Long,14,IGNORED_POSITION_OPEN,,,,,breakout,NVDA
2026-05-14,Long,2,1,Long,14,IGNORED_POSITION_OPEN,,,,,breakout,NVDA
2021-11-03,Long,2,1,FLAT,,FILLED,1,2021-11-04,True,False,breakout,AMD
2021-11-04,Long,2,1,Long,1,IGNORED_POSITION_OPEN,,,,,breakout,AMD
2023-11-03,Long,2,1,FLAT,,FILLED,2,2023-11-06,True,False,breakout,AMD
2023-12-08,Long,2,1,FLAT,,FILLED,3,2023-12-11,True,False,breakout,AMD
2023-12-28,Long,2,1,Long,3,IGNORED_POSITION_OPEN,,,,,breakout,AMD
2024-02-22,Long,2,1,FLAT,,FILLED,4,2024-02-23,True,False,breakout,AMD
2024-02-29,Long,2,1,Long,4,IGNORED_POSITION_OPEN,,,,,breakout,AMD
2024-10-04,Long,2,1,FLAT,,FILLED,5,2024-10-07,True,False,breakout,AMD
2024-10-08,Long,2,1,Long,5,IGNORED_POSITION_OPEN,,,,,breakout,AMD
2025-07-15,Long,2,1,FLAT,,FILLED,6,2025-07-16,True,False,breakout,AMD
2025-07-16,Long,2,1,Long,6,IGNORED_POSITION_OPEN,,,,,breakout,AMD
2025-07-25,Long,2,1,Long,6,IGNORED_POSITION_OPEN,,,,,breakout,AMD
2025-07-28,Long,2,1,Long,6,IGNORED_POSITION_OPEN,,,,,breakout,AMD
2025-07-29,Long,2,1,Long,6,IGNORED_POSITION_OPEN,,,,,breakout,AMD
2025-08-13,Long,2,1,FLAT,,FILLED,7,2025-08-14,True,False,breakout,AMD
2026-05-06,Long,2,1,FLAT,,FILLED,8,2026-05-07,True,False,breakout,AMD
2026-05-08,Long,2,1,Long,8,IGNORED_POSITION_OPEN,,,,,breakout,AMD
2026-06-15,Long,2,1,FLAT,,FILLED,9,2026-06-16,True,False,breakout,AMD
2026-06-30,Long,2,1,Long,9,IGNORED_POSITION_OPEN,,,,,breakout,AMD
2021-12-21,Long,2,1,FLAT,,FILLED,1,2021-12-22,True,False,breakout,MU
2021-12-29,Long,2,1,Long,1,IGNORED_POSITION_OPEN,,,,,breakout,MU
2023-11-03,Long,2,1,FLAT,,FILLED,2,2023-11-06,True,False,breakout,MU
2023-12-21,Long,2,1,FLAT,,FILLED,3,2023-12-22,True,False,breakout,MU
2023-12-22,Long,2,1,Long,3,IGNORED_POSITION_OPEN,,,,,breakout,MU
2024-01-19,Long,2,1,FLAT,,FILLED,4,2024-01-22,True,False,breakout,MU
2024-02-26,Long,2,1,FLAT,,FILLED,5,2024-02-27,True,False,breakout,MU
2024-03-21,Long,2,1,FLAT,,FILLED,6,2024-03-22,True,False,breakout,MU
2024-05-06,Long,2,1,FLAT,,FILLED,7,2024-05-07,True,False,breakout,MU
2024-06-05,Long,2,1,FLAT,,FILLED,8,2024-06-06,True,False,breakout,MU
2024-06-12,Long,2,1,Long,8,IGNORED_POSITION_OPEN,,,,,breakout,MU
2025-06-24,Long,2,1,FLAT,,FILLED,9,2025-06-25,True,False,breakout,MU
2025-08-08,Long,2,1,FLAT,,FILLED,10,2025-08-11,True,False,breakout,MU
2025-10-24,Long,2,1,FLAT,,FILLED,11,2025-10-27,True,False,breakout,MU
2025-11-10,Long,2,1,Long,11,IGNORED_POSITION_OPEN,,,,,breakout,MU
2026-01-02,Long,2,1,FLAT,,FILLED,12,2026-01-05,True,False,breakout,MU
2026-01-06,Long,2,1,Long,12,IGNORED_POSITION_OPEN,,,,,breakout,MU
2026-01-16,Long,2,1,Long,12,IGNORED_POSITION_OPEN,,,,,breakout,MU
2026-01-21,Long,2,1,Long,12,IGNORED_POSITION_OPEN,,,,,breakout,MU
2026-01-22,Long,2,1,Long,12,IGNORED_POSITION_OPEN,,,,,breakout,MU
2026-01-23,Long,2,1,Long,12,IGNORED_POSITION_OPEN,,,,,breakout,MU
2026-03-13,Long,2,1,FLAT,,FILLED,13,2026-03-16,True,False,breakout,MU
2026-03-16,Long,2,1,Long,13,IGNORED_POSITION_OPEN,,,,,breakout,MU
2026-05-26,Long,2,1,FLAT,,FILLED,14,2026-05-27,True,False,breakout,MU
2026-05-27,Long,2,1,Long,14,IGNORED_POSITION_OPEN,,,,,breakout,MU
2026-05-29,Long,2,1,Long,14,IGNORED_POSITION_OPEN,,,,,breakout,MU
2026-06-18,Long,2,1,FLAT,,FILLED,15,2026-06-22,True,False,breakout,MU
2021-11-02,Long,2,1,FLAT,,FILLED,1,2021-11-03,True,False,breakout,AVGO
2021-11-05,Long,2,1,Long,1,IGNORED_POSITION_OPEN,,,,,breakout,AVGO
2021-12-07,Long,2,1,FLAT,,FILLED,2,2021-12-08,True,False,breakout,AVGO
2021-12-10,Long,2,1,Long,2,IGNORED_POSITION_OPEN,,,,,breakout,AVGO
2021-12-20,Long,2,1,Long,2,IGNORED_POSITION_OPEN,,,,,breakout,AVGO
2021-12-21,Long,2,1,Long,2,IGNORED_POSITION_OPEN,,,,,breakout,AVGO
2022-03-16,Long,2,1,FLAT,,FILLED,3,2022-03-17,True,False,breakout,AVGO
2023-01-06,Long,2,1,FLAT,,FILLED,4,2023-01-09,True,False,breakout,AVGO
2023-01-26,Long,2,1,FLAT,,FILLED,5,2023-01-27,True,False,breakout,AVGO
2023-02-01,Long,2,1,Long,5,IGNORED_POSITION_OPEN,,,,,breakout,AVGO
2023-02-07,Long,2,1,Long,5,IGNORED_POSITION_OPEN,,,,,breakout,AVGO
2023-03-03,Long,2,1,FLAT,,FILLED,6,2023-03-06,True,False,breakout,AVGO
2023-07-10,Long,2,1,FLAT,,FILLED,7,2023-07-11,True,False,breakout,AVGO
2023-07-12,Long,2,1,Long,7,IGNORED_POSITION_OPEN,,,,,breakout,AVGO
2023-07-17,Long,2,1,Long,7,IGNORED_POSITION_OPEN,,,,,breakout,AVGO
2023-12-12,Long,2,1,FLAT,,FILLED,8,2023-12-13,True,False,breakout,AVGO
2023-12-13,Long,2,1,Long,8,IGNORED_POSITION_OPEN,,,,,breakout,AVGO
2023-12-14,Long,2,1,Long,8,IGNORED_POSITION_OPEN,,,,,breakout,AVGO
2023-12-15,Long,2,1,Long,8,IGNORED_POSITION_OPEN,,,,,breakout,AVGO
2024-01-18,Long,2,1,FLAT,,FILLED,9,2024-01-19,True,False,breakout,AVGO
2024-02-22,Long,2,1,FLAT,,FILLED,10,2024-02-23,True,False,breakout,AVGO
2024-06-10,Long,2,1,FLAT,,FILLED,11,2024-06-11,True,False,breakout,AVGO
2024-06-11,Long,2,1,Long,11,IGNORED_POSITION_OPEN,,,,,breakout,AVGO
2024-06-12,Long,2,1,Long,11,IGNORED_POSITION_OPEN,,,,,breakout,AVGO
2025-05-28,Long,2,1,FLAT,,FILLED,12,2025-05-29,True,False,breakout,AVGO
2025-05-29,Long,2,1,Long,12,IGNORED_POSITION_OPEN,,,,,breakout,AVGO
2025-06-02,Long,2,1,Long,12,IGNORED_POSITION_OPEN,,,,,breakout,AVGO
2025-06-03,Long,2,1,Long,12,IGNORED_POSITION_OPEN,,,,,breakout,AVGO
2025-06-24,Long,2,1,FLAT,,FILLED,13,2025-06-25,True,False,breakout,AVGO
2025-08-12,Long,2,1,FLAT,,FILLED,14,2025-08-13,True,False,breakout,AVGO
2025-09-10,Long,2,1,FLAT,,FILLED,15,2025-09-11,True,False,breakout,AVGO
2025-12-10,Long,2,1,FLAT,,FILLED,16,2025-12-11,True,False,breakout,AVGO
2026-04-08,Long,2,1,FLAT,,FILLED,17,2026-04-09,True,False,breakout,AVGO
2026-05-14,Long,2,1,FLAT,,FILLED,18,2026-05-15,True,False,breakout,AVGO
2026-05-29,Long,2,1,Long,18,IGNORED_POSITION_OPEN,,,,,breakout,AVGO
2026-06-01,Long,2,1,Long,18,IGNORED_POSITION_OPEN,,,,,breakout,AVGO
2026-06-02,Long,2,1,Long,18,IGNORED_POSITION_OPEN,,,,,breakout,AVGO
2021-11-18,Long,2,1,FLAT,,FILLED,1,2021-11-19,True,False,breakout,MRVL
2021-12-07,Long,2,1,FLAT,,FILLED,2,2021-12-08,True,False,breakout,MRVL
2022-03-16,Long,2,1,FLAT,,FILLED,3,2022-03-17,True,False,breakout,MRVL
2023-07-11,Long,2,1,FLAT,,FILLED,4,2023-07-12,True,False,breakout,MRVL
2023-07-13,Long,2,1,Long,4,IGNORED_POSITION_OPEN,,,,,breakout,MRVL
2023-11-03,Long,2,1,FLAT,,FILLED,5,2023-11-06,True,False,breakout,MRVL
2023-12-14,Long,2,1,FLAT,,FILLED,6,2023-12-15,True,False,breakout,MRVL
2024-01-11,Long,2,1,FLAT,,FILLED,7,2024-01-12,True,False,breakout,MRVL
2024-03-06,Long,2,1,FLAT,,FILLED,8,2024-03-07,True,False,breakout,MRVL
2024-03-07,Long,2,1,Long,8,IGNORED_POSITION_OPEN,,,,,breakout,MRVL
2024-08-30,Long,2,1,FLAT,,FILLED,9,2024-09-03,True,False,breakout,MRVL
2024-11-06,Long,2,1,FLAT,,FILLED,10,2024-11-07,True,False,breakout,MRVL
2024-11-07,Long,2,1,Long,10,IGNORED_POSITION_OPEN,,,,,breakout,MRVL
2024-12-02,Long,2,1,FLAT,,FILLED,11,2024-12-03,True,False,breakout,MRVL
2024-12-13,Long,2,1,FLAT,,FILLED,12,2024-12-16,True,False,breakout,MRVL
2024-12-16,Long,2,1,Long,12,IGNORED_POSITION_OPEN,,,,,breakout,MRVL
2025-01-17,Long,2,1,FLAT,,FILLED,13,2025-01-21,True,False,breakout,MRVL
2025-10-31,Long,2,1,FLAT,,FILLED,14,2025-11-03,True,False,breakout,MRVL
2026-04-08,Long,2,1,FLAT,,FILLED,15,2026-04-09,True,False,breakout,MRVL
2026-05-13,Long,2,1,FLAT,,FILLED,16,2026-05-14,True,False,breakout,MRVL
2026-05-14,Long,2,1,Long,16,IGNORED_POSITION_OPEN,,,,,breakout,MRVL
2026-06-03,Long,2,1,FLAT,,FILLED,17,2026-06-04,True,False,breakout,MRVL
2022-02-02,Long,2,1,FLAT,,FILLED,1,2022-02-03,True,False,breakout,QCOM
2023-12-11,Long,2,1,FLAT,,FILLED,2,2023-12-12,True,False,breakout,QCOM
2024-01-18,Long,2,1,FLAT,,FILLED,3,2024-01-19,True,False,breakout,QCOM
2024-03-01,Long,2,1,FLAT,,FILLED,4,2024-03-04,True,False,breakout,QCOM
2024-03-04,Long,2,1,Long,4,IGNORED_POSITION_OPEN,,,,,breakout,QCOM
2024-03-06,Long,2,1,Long,4,IGNORED_POSITION_OPEN,,,,,breakout,QCOM
2024-03-07,Long,2,1,Long,4,IGNORED_POSITION_OPEN,,,,,breakout,QCOM
2024-06-17,Long,2,1,FLAT,,FILLED,5,2024-06-18,True,False,breakout,QCOM
2024-06-18,Long,2,1,Long,5,IGNORED_POSITION_OPEN,,,,,breakout,QCOM
2025-09-18,Long,2,1,FLAT,,FILLED,6,2025-09-19,True,False,breakout,QCOM
2025-10-22,Long,2,1,FLAT,,FILLED,7,2025-10-23,True,False,breakout,QCOM
2026-09-21,Long,2,1,FLAT,,NO_NEXT_BAR,,,,,breakout,QCOM
2023-12-28,Long,2,1,FLAT,,FILLED,1,2023-12-29,True,False,breakout,ARM
2024-03-25,Long,2,1,FLAT,,FILLED,2,2024-03-26,True,False,breakout,ARM
2024-07-05,Long,2,1,FLAT,,FILLED,3,2024-07-08,True,False,breakout,ARM
2024-09-13,Long,2,1,FLAT,,FILLED,4,2024-09-16,True,False,breakout,ARM
2025-06-23,Long,2,1,FLAT,,FILLED,5,2025-06-24,True,False,breakout,ARM
2025-06-24,Long,2,1,Long,5,IGNORED_POSITION_OPEN,,,,,breakout,ARM
2026-05-20,Long,2,1,FLAT,,FILLED,6,2026-05-21,True,False,breakout,ARM
2021-12-27,Long,2,1,FLAT,,FILLED,1,2021-12-28,True,False,breakout,SMCI
2021-12-29,Long,2,1,Long,1,IGNORED_POSITION_OPEN,,,,,breakout,SMCI
